budget,revenue,runtime,popularity,vote_average,Language_count,lang_de,lang_en,lang_es,lang_fr,lang_hi,lang_other,lang_pt,lang_ru,lang_tr,season_Fall,season_Summer,season_Winter,Action,Adventure,Animation,Crime,Documentary,Drama,Family,Fantasy,Horror,Romance,Science Fiction
13.997832948091215,14.866245116068775,99,34.018,8.132,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
17.599700214609808,18.863827676603687,188,32.119,7.746,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16.213405921671733,18.468821192340297,117,72.767,8.147,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
18.31532023940565,20.077056973611956,129,35.808,7.202,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
19.11382792951231,20.74841406377763,108,56.345,6.627,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
19.753046765685223,20.76796555425219,137,79.192,6.538,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
19.36847014676186,20.61231569953027,139,61.149,6.398,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
16.648723960844016,19.647393038180343,91,38.002,7.396,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
18.8906843794481,20.861747302469585,143,52.471,6.9,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17.216707972959764,18.840439621003263,136,37.053,7.876,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
18.603002309079653,19.951038976519428,117,47.447,6.936,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
18.31532023940565,20.02483848076224,92,73.516,7.589,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
18.31532023940565,20.1945995779185,98,38.848,7.184,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
18.997294113874336,19.73047535142669,114,51.408,7.606,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17.989897843244528,19.938183930123614,117,44.918,7.175,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
18.31532023940565,20.718594059166758,119,26.669,6.827,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
17.147715103853763,17.546549312006853,118,56.798,7.931,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
18.542898385526172,20.560746908625106,140,41.215,7.411,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
17.50439003707821,18.982022783914175,139,74.994,8.195,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
17.426428497635523,19.79088837721235,122,71.541,6.286,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
19.035866388448003,20.105194974399108,93,58.647,7.012,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0
18.757152987716434,20.249533890154254,119,34.801,6.951,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
19.00846741441004,20.44690580890392,97,51.055,7.09,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
18.5159909328476,19.529719002814563,116,27.272,6.934,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
18.603002309079653,20.22735602727465,127,37.796,7.398,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
16.52356082573315,17.422892903526275,108,26.767,7.572,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
19.11382792951231,20.379312943451154,141,73.319,6.498,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
18.826145858727198,19.373263516139495,164,70.54,7.544,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
17.893048018819147,19.764216697852003,81,70.773,7.348,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
18.603002309079653,20.291556844485267,142,42.55,6.6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
19.519293035953808,20.3046045226467,120,91.091,6.098,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
